customer_id,order_id,product,category,quantity,price,city,payment_method
C059,O0161,eggs,dairy,6,72,bangalore,cash
C097,O0162,coffee,beverages,7,150,chennai,upi
C061,O0163,milk,dairy,12,60,vizag,upi
C045,O0164,bread,bakery,11,40,hyderabad,card
C006,O0165,coffee,beverages,1,150,vijayawada,upi
C003,O0166,apple,fruits,3,100,vijayawada,upi
C061,O0167,banana,fruits,2,60,vizag,upi
C060,O0168,banana,fruits,5,60,chennai,upi
C078,O0169,apple,fruits,12,100,hyderabad,upi
C040,O0170,milk,dairy,10,60,hyderabad,cash
C074,O0171,banana,fruits,15,60,bangalore,cash
C092,O0172,bread,bakery,2,40,vizag,card
C081,O0173,bread,bakery,2,40,chennai,card
C077,O0174,coffee,beverages,2,150,vizag,upi
C045,O0175,apple,fruits,7,100,chennai,upi
C065,O0176,banana,fruits,6,60,hyderabad,cash
C063,O0177,milk,dairy,7,60,chennai,card
C059,O0178,banana,fruits,3,60,bangalore,upi
C094,O0179,apple,fruits,11,100,chennai,card
C069,O0180,coffee,beverages,8,150,bangalore,cash
C094,O0181,apple,fruits,5,100,chennai,upi
C012,O0182,eggs,dairy,15,72,bangalore,upi
C097,O0183,chips,snacks,10,30,vizag,card
C049,O0184,eggs,dairy,1,72,bangalore,cash
C024,O0185,chips,snacks,4,30,chennai,cash
C044,O0186,eggs,dairy,15,72,vizag,card
C036,O0187,apple,fruits,1,100,vizag,upi
C011,O0188,bread,bakery,12,40,bangalore,cash
C072,O0189,coffee,beverages,4,150,bangalore,card
C092,O0190,chips,snacks,8,30,hyderabad,upi
C038,O0191,bread,bakery,7,40,vijayawada,cash
C085,O0192,apple,fruits,6,100,bangalore,card
C068,O0193,eggs,dairy,7,72,vizag,cash
C046,O0194,banana,fruits,8,60,chennai,cash
C033,O0195,bread,bakery,2,40,vijayawada,cash
C016,O0196,banana,fruits,9,60,vijayawada,upi
C028,O0197,banana,fruits,8,60,chennai,card
C076,O0198,coffee,beverages,9,150,vizag,cash
C013,O0199,coffee,beverages,4,150,chennai,upi
C047,O0200,bread,bakery,5,40,hyderabad,card
C069,O0201,bread,bakery,5,40,hyderabad,upi
C071,O0202,eggs,dairy,12,72,vijayawada,card
C097,O0203,chips,snacks,2,30,hyderabad,card
C037,O0204,chips,snacks,8,30,bangalore,cash
C024,O0205,milk,dairy,5,60,bangalore,upi
C009,O0206,chips,snacks,8,30,hyderabad,card
C081,O0207,banana,fruits,1,60,vijayawada,upi
C073,O0208,eggs,dairy,2,72,vijayawada,upi
C072,O0209,coffee,beverages,7,150,vizag,card
C080,O0210,bread,bakery,13,40,vizag,cash
C058,O0211,chips,snacks,5,30,vizag,cash
C040,O0212,apple,fruits,10,100,hyderabad,card
C095,O0213,milk,dairy,13,60,vijayawada,card
C028,O0214,eggs,dairy,11,72,hyderabad,upi
C031,O0215,bread,bakery,9,40,hyderabad,upi
C001,O0216,chips,snacks,8,30,vizag,cash
C038,O0217,milk,dairy,4,60,chennai,card
C037,O0218,banana,fruits,14,60,bangalore,upi
C088,O0219,bread,bakery,15,40,chennai,card
C076,O0220,banana,fruits,13,60,vijayawada,cash
C015,O0221,apple,fruits,4,100,vijayawada,cash
C019,O0222,milk,dairy,1,60,vijayawada,cash
C077,O0223,banana,fruits,14,60,vizag,cash
C057,O0224,milk,dairy,8,60,chennai,card
C052,O0225,eggs,dairy,9,72,vizag,cash
C057,O0226,milk,dairy,10,60,hyderabad,cash
C095,O0227,eggs,dairy,10,72,chennai,upi
C012,O0228,bread,bakery,11,40,vizag,card
C003,O0229,coffee,beverages,11,150,chennai,card
C006,O0230,coffee,beverages,13,150,vijayawada,cash
C067,O0231,banana,fruits,8,60,chennai,upi
C075,O0232,chips,snacks,11,30,bangalore,upi
C061,O0233,eggs,dairy,7,72,chennai,cash
C086,O0234,milk,dairy,14,60,vijayawada,cash
C053,O0235,banana,fruits,8,60,chennai,card
C052,O0236,coffee,beverages,13,150,vizag,upi
C059,O0237,milk,dairy,6,60,chennai,cash
C015,O0238,coffee,beverages,7,150,vizag,upi
C085,O0239,coffee,beverages,9,150,bangalore,cash
C007,O0240,bread,bakery,9,40,chennai,card
C097,O0241,chips,snacks,11,30,bangalore,upi
C027,O0242,eggs,dairy,9,72,vijayawada,cash
C057,O0243,banana,fruits,8,60,hyderabad,upi
C081,O0244,apple,fruits,13,100,vijayawada,card
C021,O0245,eggs,dairy,9,72,hyderabad,card
C053,O0246,milk,dairy,4,60,hyderabad,cash
C016,O0247,banana,fruits,14,60,vijayawada,cash
C092,O0248,eggs,dairy,9,72,chennai,cash
C062,O0249,chips,snacks,4,30,bangalore,card
C019,O0250,chips,snacks,4,30,vizag,card
C096,O0251,bread,bakery,14,40,hyderabad,cash
C099,O0252,coffee,beverages,14,150,bangalore,cash
C065,O0253,eggs,dairy,14,72,hyderabad,cash
C093,O0254,eggs,dairy,14,72,vizag,card
C085,O0255,chips,snacks,14,30,vijayawada,cash
C069,O0256,chips,snacks,6,30,chennai,card
C098,O0257,apple,fruits,7,100,bangalore,cash
C025,O0258,banana,fruits,4,60,vizag,cash
C030,O0259,coffee,beverages,13,150,bangalore,upi
C041,O0260,banana,fruits,8,60,bangalore,cash
C085,O0261,coffee,beverages,14,150,vijayawada,cash
C005,O0262,bread,bakery,9,40,vizag,cash
C013,O0263,coffee,beverages,14,150,bangalore,upi
C068,O0264,chips,snacks,1,30,vijayawada,cash
C084,O0265,bread,bakery,2,40,bangalore,cash
C044,O0266,apple,fruits,12,100,bangalore,card
C011,O0267,coffee,beverages,6,150,vizag,cash
C041,O0268,banana,fruits,12,60,bangalore,card
C005,O0269,apple,fruits,2,100,vijayawada,card
C088,O0270,eggs,dairy,4,72,hyderabad,cash
C013,O0271,coffee,beverages,11,150,hyderabad,cash
C022,O0272,banana,fruits,5,60,hyderabad,upi
C042,O0273,coffee,beverages,1,150,chennai,cash
C048,O0274,chips,snacks,3,30,vijayawada,card
C053,O0275,apple,fruits,11,100,vijayawada,upi
C023,O0276,milk,dairy,10,60,bangalore,card
C088,O0277,bread,bakery,8,40,vizag,upi
C030,O0278,chips,snacks,11,30,chennai,cash
C033,O0279,banana,fruits,1,60,bangalore,cash
C087,O0280,apple,fruits,3,100,hyderabad,cash
C045,O0281,apple,fruits,5,100,bangalore,card
C033,O0282,chips,snacks,14,30,chennai,upi
C050,O0283,coffee,beverages,8,150,hyderabad,upi
C049,O0284,apple,fruits,6,100,vizag,cash
C090,O0285,eggs,dairy,1,72,bangalore,cash
C002,O0286,apple,fruits,14,100,hyderabad,card
C096,O0287,chips,snacks,14,30,chennai,upi
C078,O0288,coffee,beverages,6,150,vijayawada,card
C025,O0289,apple,fruits,5,100,vijayawada,card
C013,O0290,banana,fruits,11,60,hyderabad,cash
C057,O0291,milk,dairy,10,60,chennai,card
C017,O0292,milk,dairy,15,60,chennai,cash
C096,O0293,chips,snacks,3,30,vijayawada,upi
C070,O0294,eggs,dairy,9,72,vizag,cash
C022,O0295,eggs,dairy,15,72,bangalore,cash
C096,O0296,coffee,beverages,6,150,hyderabad,cash
C010,O0297,bread,bakery,13,40,vijayawada,card
C093,O0298,banana,fruits,7,60,vizag,cash
C012,O0299,coffee,beverages,7,150,hyderabad,cash
C069,O0300,milk,dairy,8,60,chennai,card
C096,O0301,banana,fruits,5,60,vizag,cash
C082,O0302,eggs,dairy,2,72,vijayawada,cash
C004,O0303,apple,fruits,15,100,vizag,cash
C079,O0304,bread,bakery,11,40,hyderabad,card
C060,O0305,banana,fruits,5,60,bangalore,upi
C018,O0306,milk,dairy,1,60,chennai,cash
C015,O0307,milk,dairy,4,60,vizag,upi
C050,O0308,chips,snacks,6,30,vizag,cash
C076,O0309,banana,fruits,12,60,vijayawada,cash
C084,O0310,milk,dairy,14,60,bangalore,card
C053,O0311,eggs,dairy,1,72,chennai,upi
C057,O0312,chips,snacks,4,30,chennai,upi
C088,O0313,eggs,dairy,9,72,chennai,upi
C051,O0314,eggs,dairy,4,72,hyderabad,cash
C012,O0315,banana,fruits,4,60,vizag,upi
C007,O0316,coffee,beverages,6,150,vijayawada,upi
C073,O0317,bread,bakery,2,40,vizag,upi
C076,O0318,bread,bakery,14,40,vijayawada,cash
C100,O0319,bread,bakery,13,40,vizag,upi
C036,O0320,coffee,beverages,3,150,vijayawada,card
C033,O0321,coffee,beverages,3,150,hyderabad,card
C004,O0322,bread,bakery,1,40,chennai,upi
C076,O0323,eggs,dairy,1,72,vijayawada,cash
C007,O0324,bread,bakery,12,40,bangalore,card
C015,O0325,banana,fruits,2,60,bangalore,cash
C100,O0326,eggs,dairy,9,72,vizag,upi
C058,O0327,apple,fruits,4,100,vizag,upi
C094,O0328,coffee,beverages,15,150,vizag,cash
C059,O0329,banana,fruits,1,60,hyderabad,cash
C052,O0330,chips,snacks,11,30,hyderabad,cash
C092,O0331,chips,snacks,2,30,hyderabad,cash
C078,O0332,bread,bakery,2,40,vijayawada,cash
C080,O0333,banana,fruits,10,60,vizag,card
C042,O0334,chips,snacks,10,30,vizag,cash
C059,O0335,apple,fruits,10,100,bangalore,upi
C090,O0336,milk,dairy,14,60,vizag,card
C028,O0337,chips,snacks,8,30,vijayawada,cash
C044,O0338,coffee,beverages,8,150,bangalore,cash
C094,O0339,milk,dairy,6,60,bangalore,cash
C086,O0340,eggs,dairy,6,72,vijayawada,card
C061,O0341,milk,dairy,2,60,hyderabad,upi
C056,O0342,milk,dairy,12,60,chennai,upi
C072,O0343,milk,dairy,10,60,vizag,card
C043,O0344,banana,fruits,2,60,bangalore,cash
C086,O0345,coffee,beverages,7,150,hyderabad,cash
C077,O0346,eggs,dairy,6,72,hyderabad,card
C065,O0347,bread,bakery,3,40,bangalore,upi
C014,O0348,eggs,dairy,14,72,vizag,cash
C015,O0349,coffee,beverages,5,150,vizag,upi
C055,O0350,coffee,beverages,9,150,vizag,card
C087,O0351,banana,fruits,9,60,hyderabad,card
C085,O0352,coffee,beverages,12,150,chennai,upi
C024,O0353,eggs,dairy,12,72,chennai,cash
C045,O0354,milk,dairy,3,60,vijayawada,card
C085,O0355,chips,snacks,2,30,vijayawada,card
C082,O0356,milk,dairy,2,60,vizag,upi
C049,O0357,chips,snacks,8,30,chennai,upi
C048,O0358,eggs,dairy,12,72,chennai,card
C077,O0359,milk,dairy,15,60,hyderabad,upi
C021,O0360,coffee,beverages,10,150,hyderabad,card
C011,O0361,eggs,dairy,8,72,bangalore,cash
C078,O0362,chips,snacks,7,30,chennai,upi
C097,O0363,apple,fruits,2,100,chennai,cash
C015,O0364,eggs,dairy,11,72,vizag,cash
C068,O0365,banana,fruits,5,60,hyderabad,upi
C051,O0366,apple,fruits,1,100,hyderabad,upi
C039,O0367,bread,bakery,13,40,vijayawada,cash
C038,O0368,eggs,dairy,2,72,hyderabad,cash
C096,O0369,chips,snacks,3,30,vijayawada,cash
C069,O0370,banana,fruits,4,60,vizag,card
C086,O0371,coffee,beverages,6,150,hyderabad,cash
C095,O0372,milk,dairy,7,60,hyderabad,cash
C010,O0373,coffee,beverages,6,150,vizag,cash
C074,O0374,chips,snacks,12,30,bangalore,cash
C015,O0375,chips,snacks,1,30,chennai,upi
C080,O0376,chips,snacks,14,30,chennai,upi
C056,O0377,coffee,beverages,2,150,vijayawada,cash
C076,O0378,chips,snacks,9,30,hyderabad,cash
C040,O0379,banana,fruits,6,60,vijayawada,cash
C100,O0380,bread,bakery,2,40,vizag,card
C015,O0381,apple,fruits,9,100,vijayawada,cash
C045,O0382,banana,fruits,14,60,vijayawada,upi
C014,O0383,bread,bakery,5,40,vijayawada,upi
C078,O0384,bread,bakery,13,40,hyderabad,upi
C099,O0385,banana,fruits,8,60,bangalore,card
C098,O0386,apple,fruits,8,100,vizag,card
C082,O0387,apple,fruits,6,100,chennai,upi
C057,O0388,milk,dairy,8,60,bangalore,card
C039,O0389,coffee,beverages,5,150,vizag,upi
C046,O0390,apple,fruits,2,100,chennai,cash
C058,O0391,milk,dairy,1,60,chennai,cash
C010,O0392,banana,fruits,14,60,hyderabad,card
C077,O0393,apple,fruits,7,100,bangalore,card
C071,O0394,coffee,beverages,12,150,hyderabad,cash
C074,O0395,banana,fruits,4,60,chennai,card
C061,O0396,apple,fruits,3,100,hyderabad,cash
C014,O0397,coffee,beverages,15,150,chennai,card
C011,O0398,apple,fruits,11,100,vijayawada,upi
C032,O0399,banana,fruits,8,60,bangalore,card
C067,O0400,apple,fruits,3,100,chennai,cash
C037,O0401,chips,snacks,7,30,chennai,card
C077,O0402,milk,dairy,13,60,chennai,upi
C043,O0403,milk,dairy,9,60,bangalore,cash
C033,O0404,banana,fruits,14,60,vizag,upi
C043,O0405,milk,dairy,10,60,vijayawada,cash
C040,O0406,banana,fruits,12,60,bangalore,upi
C077,O0407,banana,fruits,2,60,chennai,card
C049,O0408,banana,fruits,13,60,chennai,upi
C086,O0409,banana,fruits,14,60,vizag,upi
C083,O0410,banana,fruits,7,60,vizag,cash
C003,O0411,eggs,dairy,5,72,vijayawada,upi
C044,O0412,coffee,beverages,8,150,vijayawada,upi
C018,O0413,bread,bakery,2,40,chennai,upi
C065,O0414,coffee,beverages,9,150,vizag,upi
C085,O0415,eggs,dairy,15,72,vizag,upi
C077,O0416,chips,snacks,3,30,vijayawada,upi
C089,O0417,coffee,beverages,10,150,vijayawada,card
C057,O0418,milk,dairy,7,60,chennai,card
C093,O0419,bread,bakery,8,40,vizag,cash
C097,O0420,banana,fruits,13,60,bangalore,upi
C069,O0421,bread,bakery,5,40,bangalore,upi
C048,O0422,banana,fruits,10,60,bangalore,cash
C099,O0423,eggs,dairy,13,72,bangalore,card
C068,O0424,chips,snacks,3,30,vijayawada,card
C018,O0425,coffee,beverages,5,150,hyderabad,card
C062,O0426,coffee,beverages,6,150,vizag,upi
C092,O0427,coffee,beverages,9,150,hyderabad,cash
C011,O0428,coffee,beverages,3,150,chennai,cash
C066,O0429,bread,bakery,14,40,bangalore,upi
C029,O0430,coffee,beverages,8,150,chennai,upi
C054,O0431,milk,dairy,7,60,vizag,cash
C031,O0432,chips,snacks,2,30,chennai,upi
C004,O0433,eggs,dairy,15,72,hyderabad,card
C084,O0434,eggs,dairy,13,72,vijayawada,upi
C005,O0435,eggs,dairy,15,72,bangalore,card
C018,O0436,coffee,beverages,12,150,bangalore,cash
C079,O0437,milk,dairy,15,60,hyderabad,upi
C033,O0438,bread,bakery,14,40,vijayawada,card
C094,O0439,apple,fruits,9,100,bangalore,upi
C100,O0440,eggs,dairy,4,72,chennai,upi
C007,O0441,bread,bakery,7,40,vizag,cash
C009,O0442,milk,dairy,14,60,bangalore,card
C069,O0443,milk,dairy,11,60,vizag,card
C031,O0444,banana,fruits,3,60,chennai,cash
C001,O0445,apple,fruits,6,100,vijayawada,card
C054,O0446,bread,bakery,11,40,hyderabad,card
C047,O0447,milk,dairy,9,60,vizag,card
C065,O0448,apple,fruits,1,100,bangalore,cash
C006,O0449,banana,fruits,7,60,chennai,cash
C096,O0450,milk,dairy,6,60,hyderabad,cash
C031,O0451,banana,fruits,11,60,hyderabad,card
C095,O0452,coffee,beverages,6,150,vijayawada,upi
C046,O0453,apple,fruits,6,100,vijayawada,card
C060,O0454,banana,fruits,8,60,vijayawada,upi
C009,O0455,banana,fruits,13,60,bangalore,upi
C038,O0456,bread,bakery,1,40,vijayawada,upi
C041,O0457,eggs,dairy,9,72,bangalore,card
C061,O0458,eggs,dairy,1,72,vijayawada,cash
C046,O0459,coffee,beverages,13,150,hyderabad,card
C043,O0460,eggs,dairy,2,72,chennai,cash
C052,O0461,banana,fruits,8,60,bangalore,cash
C024,O0462,chips,snacks,12,30,bangalore,cash
C067,O0463,eggs,dairy,13,72,hyderabad,card
C055,O0464,milk,dairy,7,60,vizag,upi
C070,O0465,eggs,dairy,6,72,hyderabad,upi
C042,O0466,banana,fruits,5,60,chennai,cash
C078,O0467,banana,fruits,7,60,vijayawada,card
C057,O0468,eggs,dairy,8,72,hyderabad,card
C046,O0469,apple,fruits,7,100,chennai,card
C008,O0470,milk,dairy,11,60,bangalore,cash
C066,O0471,coffee,beverages,12,150,vijayawada,upi
C019,O0472,coffee,beverages,10,150,bangalore,upi
C017,O0473,milk,dairy,4,60,chennai,cash
C050,O0474,apple,fruits,1,100,vizag,upi
C087,O0475,chips,snacks,6,30,chennai,cash
C098,O0476,milk,dairy,10,60,vijayawada,card
C047,O0477,chips,snacks,6,30,chennai,upi
C015,O0478,milk,dairy,12,60,vijayawada,cash
C067,O0479,chips,snacks,15,30,vizag,upi
C034,O0480,coffee,beverages,5,150,bangalore,upi
C079,O0481,eggs,dairy,12,72,bangalore,upi
C016,O0482,bread,bakery,14,40,hyderabad,cash
C023,O0483,banana,fruits,8,60,hyderabad,card
C041,O0484,banana,fruits,6,60,hyderabad,card
C070,O0485,eggs,dairy,15,72,chennai,upi
C092,O0486,banana,fruits,15,60,vijayawada,cash
C066,O0487,bread,bakery,2,40,vijayawada,upi
C031,O0488,coffee,beverages,8,150,hyderabad,cash
C071,O0489,apple,fruits,6,100,bangalore,card
C017,O0490,apple,fruits,15,100,hyderabad,upi
C040,O0491,chips,snacks,12,30,bangalore,card
C053,O0492,coffee,beverages,7,150,vizag,upi
C017,O0493,eggs,dairy,11,72,hyderabad,cash
C060,O0494,banana,fruits,9,60,chennai,upi
C100,O0495,apple,fruits,11,100,vizag,upi
C099,O0496,bread,bakery,7,40,vizag,upi
C016,O0497,apple,fruits,3,100,chennai,upi
C021,O0498,eggs,dairy,15,72,vijayawada,cash
C067,O0499,eggs,dairy,14,72,hyderabad,cash
C026,O0500,banana,fruits,9,60,chennai,upi
